id,Name,years,Remarks
312,GMCI Infinity Sdn Bhd (1146449-V),2018,listed in securities commision INVESTOR ALERT LIST
313,GreenFields Capital,2018,listed in securities commision INVESTOR ALERT LIST
314,Gulf Capital Malaysia,2018,listed in securities commision INVESTOR ALERT LIST
315,Global World Acquisition (Global World Mergers and Acquisitions),2011,listed in securities commision INVESTOR ALERT LIST
316,Hawthorn Financial Solutions Limited,2019,listed in securities commision INVESTOR ALERT LIST
317,Hollinger Newcastle Limited,2008,listed in securities commision INVESTOR ALERT LIST
318,IG Fund Malaysia,2018,listed in securities commision INVESTOR ALERT LIST
319,Itradex,2017,listed in securities commision INVESTOR ALERT LIST
320,Jarama Universal Sdn Bhd,2017,listed in securities commision INVESTOR ALERT LIST
321,LUX Galaxies,2018,listed in securities commision INVESTOR ALERT LIST
322,Dato’ Mohd Azhar Hj Fauzi,2018,listed in securities commision INVESTOR ALERT LIST
323,Mthreepttwo Rich Resources (JM0720064-T),2018,listed in securities commision INVESTOR ALERT LIST
324,My Dinar,2007,listed in securities commision INVESTOR ALERT LIST
325,Montego Finance & Securities Berhad,2006,listed in securities commision INVESTOR ALERT LIST
326,MDEX Market,2003,listed in securities commision INVESTOR ALERT LIST
327,NorthWestern & Co.,2019,listed in securities commision INVESTOR ALERT LIST
328,Nassozi Rashida,2017,listed in securities commision INVESTOR ALERT LIST
329,Olymp Trade / Olymp Trade Malaysia,2018,listed in securities commision INVESTOR ALERT LIST
330,One Autocash,2011,listed in securities commision INVESTOR ALERT LIST
331,Oregon Invest,2006,listed in securities commision INVESTOR ALERT LIST
332,Pruton Mega Holding Limited / Pruton FX / Pruton Investment Holding Limited,2017,listed in securities commision INVESTOR ALERT LIST
333,Pollywood,2017,listed in securities commision INVESTOR ALERT LIST
334,Proven Oil Asia,2015,listed in securities commision INVESTOR ALERT LIST
335,Prestige Bullion / GB Consulting Sdn Bhd,2014,listed in securities commision INVESTOR ALERT LIST
336,Questra World / Questra Holdings / Atlantic Global Asset Management,2017,listed in securities commision INVESTOR ALERT LIST
337,Rollovebonds,2019,listed in securities commision INVESTOR ALERT LIST
338,Raja An Nurum Muhammadun Jamil Iqbal bin Mohamed @Mohd Beta (NRIC no. 791102-01-5849),2018,listed in securities commision INVESTOR ALERT LIST
339,RGCX Trading Corporation / Rapid Gold Currency Trading Corporation,2013,listed in securities commision INVESTOR ALERT LIST
340,Remisier,2010,listed in securities commision INVESTOR ALERT LIST
341,RHB Securities / RHB Finance,2008,listed in securities commision INVESTOR ALERT LIST
342,Robinson Asset Management,2007,listed in securities commision INVESTOR ALERT LIST
343,Second Investment,2018,listed in securities commision INVESTOR ALERT LIST
344,Stack Options,2016,listed in securities commision INVESTOR ALERT LIST
345,States Energy Capital,2015,listed in securities commision INVESTOR ALERT LIST
346,Solidus International,2015,listed in securities commision INVESTOR ALERT LIST
347,SRCT & RTCT (UK) Specialist Sdn Bhd,2014,listed in securities commision INVESTOR ALERT LIST
348,Solid Investment,2007,listed in securities commision INVESTOR ALERT LIST
349,Swiss Cash Invest,2007,listed in securities commision INVESTOR ALERT LIST
350,Sweden Fund,2007,listed in securities commision INVESTOR ALERT LIST
351,Splitindex,2006,listed in securities commision INVESTOR ALERT LIST
352,Smartcash,2006,listed in securities commision INVESTOR ALERT LIST
353,Starr-Bradley Associates Inc,2005,listed in securities commision INVESTOR ALERT LIST
354,Sime Securities,2005,listed in securities commision INVESTOR ALERT LIST
355,Tan Soon Hin (NRIC: 790404-02-5159),2019,listed in securities commision INVESTOR ALERT LIST
356,TM Capitals Sdn Bhd / TM Capitals Asset Managers Sdn Bhd,2018,listed in securities commision INVESTOR ALERT LIST
357,Unifunds,2016,listed in securities commision INVESTOR ALERT LIST
358,UFunClub,2014,listed in securities commision INVESTOR ALERT LIST
359,USA Traders Company,2007,listed in securities commision INVESTOR ALERT LIST
360,UeBond,2007,listed in securities commision INVESTOR ALERT LIST
361,VI Profit Galaxy,2018,listed in securities commision INVESTOR ALERT LIST
362,Vibgyor International Incorporation,2015,listed in securities commision INVESTOR ALERT LIST
363,Venturemax International,2007,listed in securities commision INVESTOR ALERT LIST
364,Zulkifli Abdul Razak (Zulle Razak),2018,listed in securities commision INVESTOR ALERT LIST
365,777 Trades Research Services,2018,listed in securities commision INVESTOR ALERT LIST
366,Blockchain Forest Sdn Bhd,2019,listed in securities commision INVESTOR ALERT LIST
367,Bitcoin Loophole,2019,listed in securities commision INVESTOR ALERT LIST
368,MyLiteClub / MyLiteChange,2019,listed in securities commision INVESTOR ALERT LIST
369,Admiral Markets / Admiral Markets Malaysia,2020,listed in securities commision INVESTOR ALERT LIST
370,Potential clone entity – ASM Investment Service,2020,listed in securities commision INVESTOR ALERT LIST
371,Potential clone entity – Alibaba International Invest,2020,listed in securities commision INVESTOR ALERT LIST
372,Asset Equity Management,2020,listed in securities commision INVESTOR ALERT LIST
373,Arotrade,2020,listed in securities commision INVESTOR ALERT LIST
374,Binance Market Network,2020,listed in securities commision INVESTOR ALERT LIST
375,B4U,2020,listed in securities commision INVESTOR ALERT LIST
376,BitForex,2020,listed in securities commision INVESTOR ALERT LIST
377,Binance,2020,listed in securities commision INVESTOR ALERT LIST
378,Chelco Finance Inc / Chelco Resources,2020,listed in securities commision INVESTOR ALERT LIST
379,Cyber Futures / Cyber Futures International Limited,2020,listed in securities commision INVESTOR ALERT LIST
380,Capitalvia Global Research Limited,2020,listed in securities commision INVESTOR ALERT LIST
381,https://www.charterprime.com,2020,listed in securities commision INVESTOR ALERT LIST
382,DDKoin (“DDK”),2020,listed in securities commision INVESTOR ALERT LIST
383,Digital Asset Organization,2020,listed in securities commision INVESTOR ALERT LIST
384,ETFinance,2020,listed in securities commision INVESTOR ALERT LIST
385,Euro Trade,2020,listed in securities commision INVESTOR ALERT LIST
386,Potential clone entity - ETX Capital Global,2020,listed in securities commision INVESTOR ALERT LIST
387,Epic Research Malaysia,2020,listed in securities commision INVESTOR ALERT LIST
388,Financial Corporation Limited (“Fincorp”),2020,listed in securities commision INVESTOR ALERT LIST
389,Federal Capital Crypto Asia,2020,listed in securities commision INVESTOR ALERT LIST
390,Forsage TRX,2020,listed in securities commision INVESTOR ALERT LIST
391,FXprimus,2020,listed in securities commision INVESTOR ALERT LIST
392,FintechFX,2020,listed in securities commision INVESTOR ALERT LIST
393,Fis Fidelity Solution (002956017-K),2020,listed in securities commision INVESTOR ALERT LIST
394,GCM Asia,2020,listed in securities commision INVESTOR ALERT LIST
395,Gold Hijab Investment Group,2020,listed in securities commision INVESTOR ALERT LIST
396,Potential clone entity – Hajdari Group Invest Halal / Hajdari Group,2020,listed in securities commision INVESTOR ALERT LIST
397,HYM Alliance Sdn Bhd (“HYM Alliance”),2020,listed in securities commision INVESTOR ALERT LIST
398,ICM Malaysia / ICM Capital,2020,listed in securities commision INVESTOR ALERT LIST
399,Potential clone entity – Interactive Asset Management Malaysia (Interactive Malaysia),2020,listed in securities commision INVESTOR ALERT LIST
400,ICGXE,2020,listed in securities commision INVESTOR ALERT LIST
401,Juno Markets,2020,listed in securities commision INVESTOR ALERT LIST
402,Just2Trade,2020,listed in securities commision INVESTOR ALERT LIST
403,Mirror Trading International,2020,listed in securities commision INVESTOR ALERT LIST
404,MaxWise Union,2020,listed in securities commision INVESTOR ALERT LIST
405,Multi Management & Futures Solutions,2020,listed in securities commision INVESTOR ALERT LIST
406,Miller Investment / Miller Solutions (002426201-D),2020,listed in securities commision INVESTOR ALERT LIST
407,Managed In Assets (MIA),2020,listed in securities commision INVESTOR ALERT LIST
408,Mocaz Financial Markets Limited (“Mocaz”),2020,listed in securities commision INVESTOR ALERT LIST
409,Neurobank,2020,listed in securities commision INVESTOR ALERT LIST
410,Net Trade Global,2020,listed in securities commision INVESTOR ALERT LIST
411,"Potential clone entity – Oanda Malaysia Corporation, OANDA SDN. BHD.",2020,listed in securities commision INVESTOR ALERT LIST
412,One Day One Pip (ODOP) Trading,2020,listed in securities commision INVESTOR ALERT LIST
413,Olympus Markets,2020,listed in securities commision INVESTOR ALERT LIST
414,OctaFX,2020,listed in securities commision INVESTOR ALERT LIST
415,Pocket Option / Pocket Option Malaysia,2020,listed in securities commision INVESTOR ALERT LIST
416,Potential clone entity – www.premiumetrading.com,2020,listed in securities commision INVESTOR ALERT LIST
417,P-Ibadah,2020,listed in securities commision INVESTOR ALERT LIST
418,QubitTech (Malaysia) / Qubit Fin Ltd / QubitLife,2020,listed in securities commision INVESTOR ALERT LIST
419,Richmore / Prime Token,2020,listed in securities commision INVESTOR ALERT LIST
420,Rise-Market / Rise Marketing & Consultant Sdn Bhd,2020,listed in securities commision INVESTOR ALERT LIST
421,Real Trader Community (“RTC”),2020,listed in securities commision INVESTOR ALERT LIST
422,Rothschild Financial,2020,listed in securities commision INVESTOR ALERT LIST
423,Potential clone entity – Steuart Facebook / Steuart Invest Company / Steuart Investment Company / Steuart Investment Group / Steuart Investment (“Steuart”),2020,listed in securities commision INVESTOR ALERT LIST
424,Sirius Market,2020,listed in securities commision INVESTOR ALERT LIST
425,TopNotchFX Pro / TopNotchFX Pro-Asia,2020,listed in securities commision INVESTOR ALERT LIST
426,TD Ameritrade,2020,listed in securities commision INVESTOR ALERT LIST
427,Tickmill,2020,listed in securities commision INVESTOR ALERT LIST
428,Tradesto Corporation,2020,listed in securities commision INVESTOR ALERT LIST
429,Triumph International / Triumph Investment Malaysia / Triumph FX,2020,listed in securities commision INVESTOR ALERT LIST
430,Venza Research,2020,listed in securities commision INVESTOR ALERT LIST
431,Veonco Group Ltd,2020,listed in securities commision INVESTOR ALERT LIST
432,AliExchange,2020,listed in securities commision INVESTOR ALERT LIST
433,Pibexa,2020,listed in securities commision INVESTOR ALERT LIST
434,Bitcoin Era,2020,listed in securities commision INVESTOR ALERT LIST
435,DCX Digital Crypto Xchange,2020,listed in securities commision INVESTOR ALERT LIST
436,Flex Coin / FlexCrypto Sdn Bhd,2020,listed in securities commision INVESTOR ALERT LIST
437,B4U Global,2020,listed in securities commision INVESTOR ALERT LIST
438,Action Node,2020,listed in securities commision INVESTOR ALERT LIST
439,Bitto Technology,2020,listed in securities commision INVESTOR ALERT LIST
440,10CFDs,2020,listed in securities commision INVESTOR ALERT LIST
441,Bitseven,2020,listed in securities commision INVESTOR ALERT LIST
442,Hot Forex,2020,listed in securities commision INVESTOR ALERT LIST
443,Torque Market Limited / Torque Trader,2020,listed in securities commision INVESTOR ALERT LIST
444,Briilliant Capital Group,2020,listed in securities commision INVESTOR ALERT LIST
445,IQ Option Ltd,2020,listed in securities commision INVESTOR ALERT LIST
446,MCP Exchange,2020,listed in securities commision INVESTOR ALERT LIST
447,Aspen Holding,2020,listed in securities commision INVESTOR ALERT LIST
448,Cloud Technology / Investment Pty Ltd / Cloud Token,2020,listed in securities commision INVESTOR ALERT LIST
449,You Bank Group,2020,listed in securities commision INVESTOR ALERT LIST
450,Omega Prime Group / Omega Prime,2020,listed in securities commision INVESTOR ALERT LIST
451,Crypto Mania Club,2020,listed in securities commision INVESTOR ALERT LIST
452,Eunex M Ltd / Eunex Exchange / Eunex Token,2020,listed in securities commision INVESTOR ALERT LIST
453,Quattro Holding Group Ltd / Capital XP,2020,listed in securities commision INVESTOR ALERT LIST
454,Unihash,2020,listed in securities commision INVESTOR ALERT LIST
455,Babylon Solutions Limited / Remitano.com,2020,listed in securities commision INVESTOR ALERT LIST
456,INVECH GROUP (Invech Token),2020,listed in securities commision INVESTOR ALERT LIST
457,EFINEX (Blockchain Capital Ltd & EFH Blockchain),2020,listed in securities commision INVESTOR ALERT LIST
458,MGC Token (More Gold Coin),2020,listed in securities commision INVESTOR ALERT LIST
459,Kazuki Coin & KPay,2020,listed in securities commision INVESTOR ALERT LIST
460,Onecoin Ltd,2020,listed in securities commision INVESTOR ALERT LIST
461,Bitcoin Revolution,2020,listed in securities commision INVESTOR ALERT LIST
462,Maishince Capital Sdn Bhd (“Maishince”),2020,listed in securities commision INVESTOR ALERT LIST
463,Udax International Sdn Bhd (“Udax”),2020,listed in securities commision INVESTOR ALERT LIST
464,Numex Sdn Bhd (“NuMoney”),2020,listed in securities commision INVESTOR ALERT LIST
465,Potential clone entity - Apex Anchor Capital,2024,listed in securities commision INVESTOR ALERT LIST
466,Potential clone entity – AxiTrader / Smart2returns,2024,listed in securities commision INVESTOR ALERT LIST
467,Potential clone entity – MTDC / Pilihan Anda / ATF Investment Group 477,2024,listed in securities commision INVESTOR ALERT LIST
468,Alva International,2024,listed in securities commision INVESTOR ALERT LIST
469,Potential clone entity – ASNB Trade,2024,listed in securities commision INVESTOR ALERT LIST
470,Ambient Research,2024,listed in securities commision INVESTOR ALERT LIST
471,AxiTrader,2024,listed in securities commision INVESTOR ALERT LIST
